image_file,time,tx,ty,tz,rx,ry,rz
image_0008.png,204498339000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0009.png,204498832000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0010.png,204499251000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0011.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0012.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0013.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0014.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0015.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0016.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0017.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0018.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0019.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0020.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0021.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0022.png,204499329000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0023.png,204499705000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0024.png,204500170000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0025.png,204500908000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0026.png,204501190000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0027.png,204501470000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0028.png,204501705000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0029.png,204501908000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0030.png,204502471000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0031.png,204502630000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0032.png,204502839000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0033.png,204503141000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0034.png,204503323000000,0.0,0.0,2.0,0.0,0.0,0.0
image_0035.png,204503394000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0036.png,204503677000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0037.png,204503984000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0038.png,204504433000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0039.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0040.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0041.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0042.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0043.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0044.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0045.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0046.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0047.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0048.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0049.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0050.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0051.png,204504704000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0052.png,204504853000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0053.png,204505303000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0054.png,204505736000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0055.png,204506132000000,0.0,0.0,2.0,0.1745329201221466,0.0,0.0
image_0056.png,204506417000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0057.png,204506521000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0058.png,204506806000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0059.png,204507008000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0060.png,204507204000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0061.png,204507350000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0062.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0063.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0064.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0065.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0066.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0067.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0068.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0069.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0070.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0071.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0072.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0073.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0074.png,204507535000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0075.png,204507909000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0076.png,204508206000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0077.png,204508708000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0078.png,204509028000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0079.png,204509402000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0080.png,204509710000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0081.png,204509883000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0082.png,204510189000000,0.0,0.0,2.0,0.3490658402442932,0.0,0.0
image_0083.png,204510409000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0084.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0085.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0086.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0087.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0088.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0089.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0090.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0091.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0092.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0093.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0094.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0095.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0096.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0097.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0098.png,204510517000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0099.png,204510944000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0100.png,204511331000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0101.png,204511576000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0102.png,204511825000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0103.png,204512321000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0104.png,204512646000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0105.png,204512864000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0106.png,204513094000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0107.png,204513379000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0108.png,204513718000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0109.png,204514132000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0110.png,204514484000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0111.png,204514827000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0112.png,204515019000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0113.png,204515294000000,0.0,0.0,2.0,0.5235987901687622,0.0,0.0
image_0114.png,204515461000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0115.png,204515762000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0116.png,204516241000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0117.png,204516565000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0118.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0119.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0120.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0121.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0122.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0123.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0124.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0125.png,204516620000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0126.png,204516663000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0127.png,204517153000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0128.png,204517488000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0129.png,204517733000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0130.png,204518048000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0131.png,204518256000000,0.0,0.0,2.0,0.6981316804885864,0.0,0.0
image_0132.png,204518469000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0133.png,204518682000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0134.png,204518780000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0135.png,204518925000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0136.png,204519060000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0137.png,204519294000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0138.png,204519403000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0139.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0140.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0141.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0142.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0143.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0144.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0145.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0146.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0147.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0148.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0149.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0150.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0151.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0152.png,204519533000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0153.png,204519573000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0154.png,204519728000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0155.png,204519903000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0156.png,204520068000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0157.png,204520216000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0158.png,204520415000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0159.png,204520786000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0160.png,204521086000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0161.png,204521305000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0162.png,204521790000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0163.png,204522267000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0164.png,204522514000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0165.png,204522973000000,0.0,0.0,2.0,0.8726646304130554,0.0,0.0
image_0166.png,204523209000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0167.png,204523544000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0168.png,204523686000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0169.png,204524077000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0170.png,204524275000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0171.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0172.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0173.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0174.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0175.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0176.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0177.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0178.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0179.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0180.png,204524553000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0181.png,204524722000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0182.png,204525101000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0183.png,204525680000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0184.png,204526280000000,0.0,0.0,2.0,1.0471975803375244,0.0,0.0
image_0185.png,204526485000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0186.png,204526749000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0187.png,204526980000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0188.png,204527142000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0189.png,204527230000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0190.png,204527441000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0191.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0192.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0193.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0194.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0195.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0196.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0197.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0198.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0199.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0200.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0201.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0202.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0203.png,204527762000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0204.png,204527995000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0205.png,204528312000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0206.png,204528558000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0207.png,204528655000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0208.png,204528919000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0209.png,204529285000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0210.png,204529631000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0211.png,204530052000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0212.png,204530361000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0213.png,204530598000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0214.png,204530935000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0215.png,204531057000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0216.png,204531125000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0217.png,204531219000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0218.png,204531275000000,0.0,0.0,2.0,1.2217304706573486,0.0,0.0
image_0219.png,204531351000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0220.png,204531583000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0221.png,204531825000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0222.png,204532180000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0223.png,204532455000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0224.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0225.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0226.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0227.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0228.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0229.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0230.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0231.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
image_0232.png,204532596000000,0.0,0.0,2.0,1.3962633609771729,0.0,0.0
