image_file,time,tag_id,tag_tx,tag_ty,tag_tz,tag_rx,tag_ry,tag_rz,gripper_tx,gripper_ty,gripper_tz,gripper_rx,gripper_ry,gripper_rz
image_0039.png,210560092000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0040.png,210560412000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0041.png,210561182000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0042.png,210561399000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0043.png,210561586000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0044.png,210561739000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0045.png,210562069000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0046.png,210562312000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0072.png,210563879000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0073.png,210563879000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0074.png,210563879000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0075.png,210564389000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0076.png,210564783000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0077.png,210565028000000.0,11,0.42486110419136386,-0.0009722222063502871,2.030742872942217,9.013479532476699e-12,3.6264675706831895e-09,-7.474532575330779e-14,0.5,0.0,2.0,0.0,0.0,0.0
image_0078.png,210565333000000.0,11,0.4267643879638172,-0.001548579501702308,2.043545125313348,-0.021095032014861737,0.0754133161481092,0.007026077528084805,0.5,0.0,2.0,0.0,0.0,0.0
image_0079.png,210565913000000.0,11,0.4267643879638172,-0.001548579501702308,2.043545125313348,-0.021095032014861737,0.0754133161481092,0.007026077528084805,0.5,0.0,2.0,0.0,0.0,0.0
image_0080.png,210566068000000.0,11,0.4267643879638172,-0.001548579501702308,2.043545125313348,-0.021095032014861737,0.0754133161481092,0.007026077528084805,0.5,0.0,2.0,0.0,0.0,0.0
image_0081.png,210566310000000.0,11,0.4267643879638172,-0.001548579501702308,2.043545125313348,-0.021095032014861737,0.0754133161481092,0.007026077528084805,0.5,0.0,2.0,0.0,0.0,0.0
image_0103.png,210567959000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0104.png,210567959000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0105.png,210567959000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0106.png,210567959000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0107.png,210568002000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0108.png,210568424000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0109.png,210568577000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0110.png,210568748000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0111.png,210568941000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0112.png,210569177000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0113.png,210569382000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0114.png,210569614000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0115.png,210569781000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0116.png,210570109000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0117.png,210570327000000.0,11,0.9120604103986732,0.0004362687145239659,2.0181729425162778,-0.01228789640804795,0.009580400916995746,0.005476012575076507,1.0,0.0,2.0,0.0,0.0,0.0
image_0167.png,210574997000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0168.png,210575498000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0169.png,210575885000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0170.png,210576209000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0171.png,210576428000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0172.png,210576642000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0173.png,210577124000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0174.png,210577347000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0175.png,210577654000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0176.png,210578048000000.0,11,-0.06528853235197181,-0.0011432215266649114,2.030791055103304,0.08411048019492977,0.03949311026521518,0.005795491408891455,0.0,0.0,2.0,0.0,0.0,0.0
image_0193.png,210580026000000.0,11,-0.0668093452251317,0.48960168687623434,2.0458265802796207,-0.031351614712204594,0.055573384744138865,-0.0024343100509624086,0.0,0.5,2.0,0.0,0.0,0.0
image_0194.png,210580026000000.0,11,-0.0668093452251317,0.48960168687623434,2.0458265802796207,-0.031351614712204594,0.055573384744138865,-0.0024343100509624086,0.0,0.5,2.0,0.0,0.0,0.0
image_0195.png,210580026000000.0,11,-0.0668093452251317,0.48960168687623434,2.0458265802796207,-0.031351614712204594,0.055573384744138865,-0.0024343100509624086,0.0,0.5,2.0,0.0,0.0,0.0
