image_file,tag_id,tx,ty,tz,rx,ry,rz
image_0018.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0019.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0020.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0021.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0022.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0023.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0024.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0025.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0026.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0027.png,11,-0.0028733828315626714,-0.013873622784842306,2.003770895182536,3.031161938644717,-0.0011234194861715618,-2.114242387453936e-05
image_0040.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0041.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0042.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0043.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0044.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0045.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0046.png,11,-0.002967128238914401,-0.013066366223570009,2.001554332027549,-3.0982904161441547,0.14055947453168915,0.5246304045846368
image_0067.png,11,-0.002157317042574203,-0.013219007327763096,2.010140215171796,3.0574997599084943,-0.003103322707278533,0.7928703903404019
image_0068.png,11,-0.002157317042574203,-0.013219007327763096,2.010140215171796,3.0574997599084943,-0.003103322707278533,0.7928703903404019
image_0069.png,11,-0.002157317042574203,-0.013219007327763096,2.010140215171796,3.0574997599084943,-0.003103322707278533,0.7928703903404019
image_0070.png,11,-0.002157317042574203,-0.013219007327763096,2.010140215171796,3.0574997599084943,-0.003103322707278533,0.7928703903404019
image_0071.png,11,-0.002157317042574203,-0.013219007327763096,2.010140215171796,3.0574997599084943,-0.003103322707278533,0.7928703903404019
