image,gripper_rx,gripper_ry,gripper_rz,tag_erreur_rx,tag_erreur_ry,tag_erreur_rz,erreur_angle_solide
image_0039.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0040.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0041.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0042.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0043.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0044.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0045.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0046.png,0.0,0.0,0.0,4.819175527988427,2.262788538041312,0.33205719793379873,5.328098144171115
image_0072.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0073.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0074.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0075.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0076.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0077.png,0.0,0.0,0.0,5.164343359384653e-10,2.0778096828573917e-07,-4.282743754748073e-12,-2.0778161012111863e-07
image_0078.png,0.0,0.0,0.0,-1.2086563031448998,4.320864734372143,0.40256458889098057,4.508735788145239
image_0079.png,0.0,0.0,0.0,-1.2086563031448998,4.320864734372143,0.40256458889098057,4.508735788145239
image_0080.png,0.0,0.0,0.0,-1.2086563031448998,4.320864734372143,0.40256458889098057,4.508735788145239
image_0081.png,0.0,0.0,0.0,-1.2086563031448998,4.320864734372143,0.40256458889098057,4.508735788145239
image_0103.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0104.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0105.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0106.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0107.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0108.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0109.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0110.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0111.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0112.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0113.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0114.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
image_0115.png,0.0,0.0,0.0,-0.7040446032745761,0.5489165385873999,0.31375240911243213,0.9473854708478506
