image_file,tag_id,tx,ty,tz,rx,ry,rz
image_0047.jpg,11,0.25806470840008905,0.23724975301644655,0.3391126117523993,2.0924606574190703,-0.5641587460700859,1.1907311141299253
image_0048.jpg,11,0.22873667028070588,0.1931800154588522,0.36303612917818096,2.093841130230761,-0.6953567449973233,1.0511322255556061
image_0049.jpg,11,0.17835146642409333,0.1200751745662735,0.40101544084767105,2.1191350484783986,-0.8234231976746702,0.865599280010428
image_0050.jpg,11,0.1571979811971621,0.09342460243186707,0.39521601101890047,2.1455748514818946,-0.8816417540079716,0.8050470426201011
image_0051.jpg,11,0.12939620702668025,0.09383252891467514,0.4008383363693431,2.1463185969034506,-0.9200678854337239,0.7813322753469754
image_0052.jpg,11,0.10274062734698652,0.09589529713970504,0.41378845403732245,2.147394519480736,-0.9352359135528462,0.7806215254894289
image_0053.jpg,11,0.08452383863174819,0.09910095576068693,0.43360622166780055,2.143710645401943,-0.9163378695698075,0.7171094969832155
image_0054.jpg,11,0.07122073572158925,0.06808371266698529,0.43068554254948305,2.1986712536334254,-0.968338401587294,0.6253490084662038
image_0055.jpg,11,0.07408997789677693,0.03678627776340673,0.4271526632513307,2.247846738345258,-1.0164081461558232,0.5122365560167481
image_0056.jpg,11,0.0877232688651439,0.024296802317294683,0.44619959219680816,2.2678267115376265,-0.9835691259907995,0.4149424077240125
image_0057.jpg,11,0.08477978718639256,0.02328222874899913,0.4548928748561205,2.264238534403,-0.9892489979434582,0.3949238612995391
image_0058.jpg,11,0.08517888452641138,0.025761740795459467,0.468668229924817,2.262645407961813,-0.9730677973795925,0.36108893375086143
image_0059.jpg,11,0.06629774572239036,0.0362880711886681,0.4851563231631999,2.2273099984777653,-0.9542331333469644,0.32211631461240126
image_0060.jpg,11,0.03842815305689071,0.036848044241848926,0.4777680103910501,2.230274470560891,-0.9738462000355395,0.3252960987634352
image_0061.jpg,11,0.022003819958530346,0.03108446929241783,0.473104953011792,2.2373335517943915,-0.9973095133733669,0.319977064665785
image_0062.jpg,11,0.012942367797682514,0.022695097571343623,0.4718378538836777,2.247016185964585,-1.0126763012172635,0.3191783653974699
image_0063.jpg,11,0.02268176855018822,0.0037692214481600678,0.48411961250502505,2.2728099822786056,-1.0041179864206553,0.2389937157496835
image_0064.jpg,11,0.029892883623124006,-0.0109329275176831,0.48245101174365934,2.2917922366938384,-0.981405193740561,0.17887281059108223
image_0065.jpg,11,0.07548857705599629,-0.019783823956478153,0.49984431698941595,2.292348207790197,-0.9537511899737716,0.09278265669559754
image_0066.jpg,11,0.10963589385368291,-0.02090128800466262,0.515087230246443,2.2874637369100466,-0.9378603237211199,0.06621169082302217
image_0067.jpg,11,0.14765123424271442,-0.022160590116125756,0.5206519332959628,2.276194005537259,-0.8948862640318918,0.009402608194860258
image_0068.jpg,11,0.17112569082272377,-0.02503110224297167,0.5234126798172446,2.268376393823653,-0.880316248178727,-0.017233631522172426
image_0069.jpg,11,0.18986657930881784,-0.02775522493367355,0.526641993949214,2.2751318358350128,-0.8620617420832927,-0.054548947337419516
image_0070.jpg,11,0.21368539067758652,-0.02893687623270877,0.5210160015850354,2.2719999328276663,-0.8622403791869403,-0.09354608300101146
image_0071.jpg,11,0.22953655369727274,-0.03297217025096766,0.5225982744452573,2.2904812957811114,-0.8325379006023867,-0.11219701839308137
image_0072.jpg,11,0.24089943872825115,-0.03595949358022446,0.5227946670730563,2.2943195047608134,-0.8285834657008072,-0.11916493578776759
image_0073.jpg,11,0.24826351557157167,-0.03668929672239302,0.5165961945697917,2.2971736763438937,-0.827555124450621,-0.11617896212366997
image_0074.jpg,11,0.2586441833960894,-0.036761005940374986,0.5103133047223141,2.3029591481175453,-0.8585210605201892,-0.11485445886711279
image_0075.jpg,11,0.2500819437131241,-0.03499875028938357,0.4944119401624667,2.3049404636686672,-0.908577813054249,-0.09005697861763334
image_0076.jpg,11,0.24862783137030448,-0.026505884393494883,0.49490719752459733,2.3045174494802367,-0.9539590752400506,-0.0433824078606188
image_0077.jpg,11,0.2532672630826496,-0.007858776728299488,0.4960233829060986,2.2867286661829382,-0.9804883594044503,0.014468805859300193
image_0078.jpg,11,0.2539816046706558,0.016675670111180013,0.5015222316534275,2.24852955502209,-1.0110907149217354,-0.013668386347370899
image_0079.jpg,11,0.23244529680817322,0.04854183377568939,0.495349500138337,2.18956234532146,-1.0634542906129283,0.005561164020170652
image_0080.jpg,11,0.17944574291729004,0.10964140925513294,0.4983292518724719,2.0651225665617,-1.2629182405020636,0.006059156007368679
image_0081.jpg,11,0.167595356163656,0.13553648513835492,0.4961567911618904,2.002384361078327,-1.3144704480067348,0.014951735028047796
image_0082.jpg,11,0.16410825730404646,0.15873049439829603,0.5025914881126674,1.9501240391447434,-1.3445462468173202,0.029421416227016925
image_0083.jpg,11,0.15942760379693607,0.16921118497730184,0.500603540690959,1.9090401506759835,-1.3585978734440538,0.049280729914547336
image_0093.jpg,11,0.004959793177069655,0.09092854075136818,0.4639980520862152,1.9206045422688336,-1.665320098944211,-0.03982153306303949
image_0094.jpg,11,0.015867441940287358,0.07584176269205453,0.4629271851194924,1.9444668334126909,-1.6640778721102747,-0.10136322449023256
image_0095.jpg,11,0.06185226448751288,0.04564989999080593,0.46481364899713684,1.9655331680078125,-1.667350734784114,-0.25993845910530844
image_0096.jpg,11,0.08209220355492089,0.04082867778977185,0.4672754892344788,1.9536931455902389,-1.6447032245970483,-0.29295298455643526
image_0097.jpg,11,0.07993218946223696,0.020920858491779635,0.4526748188236913,1.9634331206905857,-1.652029023126709,-0.3314280280045514
image_0098.jpg,11,0.066404437579897,-0.015493358397739777,0.4247747764222567,2.0086025943937478,-1.6991753619287482,-0.3952596107550701
image_0099.jpg,11,0.0584718684688085,-0.0340508316665782,0.39951621229222256,2.0093857467496963,-1.7505218455491494,-0.4631518616317319
image_0100.jpg,11,0.055589922366794525,-0.026618931149145743,0.3906808775887415,1.9657376781158789,-1.7846680754288782,-0.4750106615804056
image_0101.jpg,11,0.05392270780608169,-0.018486687234264818,0.40182076730152544,1.9485806116614037,-1.822529494078027,-0.4498599510098313
