image_file,time,tag_id,tag_tx,tag_ty,tag_tz,tag_rx,tag_ry,tag_rz,gripper_tx,gripper_ty,gripper_tz,gripper_rx,gripper_ry,gripper_rz,E_3D,angleSolide,Erx,Ery,Erz
image_0013.jpg,184476000000,11,-0.0026418993854504,-0.0036069243968893,2.0066945103968936,-0.0607347284839452,-3.081401918735052,-3.1380604071698786,0.0,0.0,2.0,0.0,0.0,0.0,0.004575903964085086,176.52782793607247,176.52015638799696,-3.448675072967641,0.2023828120613063
image_0014.jpg,184617000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0015.jpg,184852000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0016.jpg,184972000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0017.jpg,185125000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0018.jpg,185339000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0019.jpg,185500000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0020.jpg,185840000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.0,0.0,0.0,0.004713434920026704,176.4788358892045,176.47552476820144,-4.666275836174613,0.009542177786367703
image_0021.jpg,186249000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.5235987901687622,0.5235987901687622,0.0,0.004713434920026704,-148.03763865993056,144.09322784513574,20.18122270351306,-17.10058316853259
image_0022.jpg,186474000000,11,-0.0027213029198852,-0.0031195220094339,1.999837725879932,-0.0615136971998753,-3.0601507764422946,-3.1414261111696105,0.0,0.0,2.0,0.5235987901687622,0.5235987901687622,0.0,0.004713434920026704,-148.03763865993056,144.09322784513574,20.18122270351306,-17.10058316853259
